CIAD,Uso,Código OACI,Nome,Município,UF,Município Servido,UF Servido,longitude,latitude,Altitude,Operação Diurna,Operação Noturna,Designação 1,Comprimento 1,Largura 1,Resistência 1,Superfície 1,Designação 2,Comprimento 2,Largura 2,Resistência 2,Superfície 2,Situação,Validade do Registro,Portaria de Registro,Link Portaria,AntesLongitude,AntesLatitude
MG0049,Público,SNRZ,Oliveira,OLIVEIRA,Minas Gerais,Oliveira,Minas Gerais,-44.8652777777800,-20.7144444444444,"1.015,00",VFR,VFR,03/21,"1.180,00","18,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,16/09/2031,PA2020-2420,https://pergamum.anac.gov.br/arquivos/PA2020-2420.pdf,"044°51'55.0W""","20°42'52.0S"""
MG0050,Público,SNJM,Elias Breder,MANHUAÇU,Minas Gerais,Manhuaçu,Minas Gerais,-42.1838888888900,-20.2597222222222,"829,00",VFR,,02/20,"1.170,00","30,00",14/F/B/X/T,Asfalto,,,,,,Cadastrado,28/07/2026,PA2016-1899,https://pergamum.anac.gov.br/arquivos/PA2016-1899.pdf,"042°11'02.0W""","20°15'35.0S"""
MG0051,Público,SNBM,Cristiano Ferreira Varella,MURIAÉ,Minas Gerais,Muriaé,Minas Gerais,-42.3669444444400,-21.1288888888889,"270,00",VFR,Sem Operação,12/30,"1.140,00","23,00",12/F/B/Y/T,Asfalto,,,,,,Cadastrado,23/06/2020,PA2020-1561,https://pergamum.anac.gov.br/arquivos/PA2020-1561.pdf,"042°22'01.0W""","21°07'44.0S"""
MG0052,Público,SNPA,Pará de Minas,PARÁ DE MINAS,Minas Gerais,Pará de Minas,Minas Gerais,-44.6008333333300,-19.8425,"839,00",VFR,,12/30,"1.140,00","23,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,13/06/2028,PA2018-1756,https://pergamum.anac.gov.br/arquivos/PA2018-1756.pdf,"044°36'03.0W""","19°50'33.0S"""
MG0053,Público,SNJQ,Jequitinhonha,JEQUITINHONHA,Minas Gerais,Jequitinhonha,Minas Gerais,-41.0250000000000,-16.4722222222222,"260,00",VFR,Sem Operação,10/28,"1.130,00","23,00",6/F/C/Z/U,Asfalto,,,,,,Cadastrado,,PD1984-0038,https://pergamum.anac.gov.br/arquivos/PD1984-0038.pdf,"041°01'30.0W""","16°28'20.0S"""
MG0054,Público,SNUH,Piumhi,PIUMHI,Minas Gerais,Piumhi,Minas Gerais,-45.9922222222200,-20.4388888888889,"751,00",VFR,Sem Operação,07/25,"1.148,00","30,00",14/F/A/Y/T,Asfalto,,,,,,Cadastrado,10/08/2030,PA2020-1981,https://pergamum.anac.gov.br/arquivos/PA2020-1981.pdf,"045°59'32.0W""","20°26'20.0S"""
MG0055,Público,SNUN,Unaí,UNAÍ,Minas Gerais,Unaí,Minas Gerais,-46.9269444444400,-16.3538888888889,"609,00",VFR,Sem Operação,17/35,"1.100,00","30,00",10/F/C/X/U,Asfalto,,,,,,Interditado,,,,"046°55'37.0W""","16°21'14.0S"""
MG0056,Público,SNCT,Caratinga,UBAPORANGA,Minas Gerais,Ubaporanga,Minas Gerais,-42.1111111111100,-19.7252777777778,"599,00",VFR,,02/20,"1.080,00","23,00",5000 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,20/12/2026,PA2016-3721,https://pergamum.anac.gov.br/arquivos/PA2016-3721.pdf,"042°06'40.0W""","19°43'31.0S"""
MG0057,Público,SNOF,Ouro Fino,OURO FINO,Minas Gerais,Ouro Fino,Minas Gerais,-46.3933333333300,-22.2975,"859,00",VFR,Sem Operação,06/24,"1.080,00","50,00",2500 Kg / 0.50 MPa,Grama,,,,,,Cadastrado,,,,"046°23'36.0W""","22°17'51.0S"""
MG0058,Público,SNUB,Ubá,UBÁ,Minas Gerais,Ubá,Minas Gerais,-42.8822222222200,-21.1225,"340,00",VFR,Sem Operação,16/34,"1.080,00","30,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1983-0189,https://pergamum.anac.gov.br/arquivos/PD1983-0189.pdf,"042°52'56.0W""","21°07'21.0S"""
MG0059,Público,SNCZ,Ponte Nova,PONTE NOVA,Minas Gerais,Ponte Nova,Minas Gerais,-42.9166666666700,-20.4030555555556,"572,00",,,07/25,"1.060,00","30,00",11/F/C/Y/T,Asfalto,,,,,,Cadastrado,13/01/2031,PA2021-3954,https://pergamum.anac.gov.br/arquivos/PA2021-3954.pdf,"042°55'00.0W""","20°24'11.0S"""
MG0060,Público,SNFO,Formiga,FORMIGA,Minas Gerais,Formiga,Minas Gerais,-45.4866666666700,-20.3952777777778,"1.017,00",VFR,,02/20,"1.030,00","23,00",8/F/C/Y/U,Cascalho,,,,,,Cadastrado,18/01/2026,PA2016-0079,https://pergamum.anac.gov.br/arquivos/PA2016-0079.pdf,"045°29'12.0W""","20°23'43.0S"""
MG0063,Público,SNFU,Frutal,FRUTAL,Minas Gerais,Frutal,Minas Gerais,-48.9588888888900,-20.0047222222222,"549,00",VFR,Sem Operação,07/25,"1.320,00","30,00",15/F/C/Y/T,Asfalto,,,,,,Cadastrado,12/03/2030,PA2020-0681,https://pergamum.anac.gov.br/arquivos/PA2020-0681.pdf,"048°57'32.0W""","20°00'17.0S"""
MG0066,Público,SNRP,Rio Paranaíba,RIO PARANAÍBA,Minas Gerais,Rio Paranaíba,Minas Gerais,-46.2405555555600,-19.2125,"1.145,00",VFR,Sem Operação,16/34,"1.000,00","22,00",4000 Kg / 0.50 MPa,Terra,,,,,,Cadastrado,13/04/2030,PA2020-0982,https://pergamum.anac.gov.br/arquivos/PA2020-0982.pdf,"046°14'26.0W""","19°12'45.0S"""
MG0067,Privado,,Monte Carmelo,MONTE CARMELO,Minas Gerais,,,-47.4855555555600,-18.7208333333333,"905,00",VFR,Sem Operação,03/21,"800,00","18,00",5000 Kg / 0.50 MPa,Terra,,,,,,,25/02/2031,PA2021-4156,https://pergamum.anac.gov.br/arquivos/PA2021-4156.pdf,"047°29'08.0W""","18°43'15.0S"""
MG0068,Público,SNTM,Turmalina,TURMALINA,Minas Gerais,Turmalina,Minas Gerais,-42.7338888888900,-17.2338888888889,"882,00",VFR,Sem Operação,01/19,"1.000,00","30,00",2500 Kg / 0.50 MPa,Terra,,,,,,Interditado,,,,"042°44'02.0W""","17°14'02.0S"""
MG0069,Público,SWUD,Deputado Oswaldo Tolentino,CLÁUDIO,Minas Gerais,Cláudio,Minas Gerais,-44.8127777777800,-20.4458333333333,"820,00",VFR,Sem Operação,12/30,"1.000,00","30,00",15/F/B/Y/T,Asfalto,,,,,,Cadastrado,27/05/2030,PA2020-1389,https://pergamum.anac.gov.br/arquivos/PA2020-1389.pdf,"044°48'46.0W""","20°26'45.0S"""
MG0070,Público,SNKD,Conceição do Mato Dentro,CONCEIÇÃO DO MATO DENTRO,Minas Gerais,Conceição do Mato Dentro,Minas Gerais,-43.4338888888900,-19.0202777777778,"669,00",VFR,Sem Operação,15/33,"960,00","23,00",8/F/B/X/T,Asfalto,,,,,,Interditado,,PD1984-0091,https://pergamum.anac.gov.br/arquivos/PD1984-0091.pdf,"043°26'02.0W""","19°01'13.0S"""
MG0071,Público,SNKF,Das Bandeirinhas,CONSELHEIRO LAFAIETE,Minas Gerais,Conselheiro Lafaiete,Minas Gerais,-43.7980555555600,-20.7386111111111,"1.057,00",VFR,Sem Operação,04/22,"902,00","24,00",9/F/C/Y/U,Asfalto,,,,,,Cadastrado,16/10/2028,PA2018-3126,https://pergamum.anac.gov.br/arquivos/PA2018-3126.pdf,"043°47'53.0W""","20°44'19.0S"""
MG0073,Público,SNPU,Paraguaçu,PARAGUAÇU,Minas Gerais,Paraguaçu,Minas Gerais,-45.7547222222200,-21.5613888888889,"898,00",,,07/25,"900,00","30,00",8/F/C/Y/U,Terra,,,,,,Interditado,,,,"045°45'17.0W""","21°33'41.0S"""
MG0074,Público,SNVC,Viçosa,VIÇOSA,Minas Gerais,Viçosa,Minas Gerais,-42.8419444444400,-20.7447222222222,"659,00",VFR,,17/35,"900,00","30,00",5000 Kg / 5.00 MPa,Asfalto,,,,,,Cadastrado,,,,"042°50'31.0W""","20°44'41.0S"""
MG0075,Público,SNMN,Minas Novas,MINAS NOVAS,Minas Gerais,Minas Novas,Minas Gerais,-42.5838888888900,-17.2338888888889,"750,00",VFR,Sem Operação,15/33,"800,00","20,00",2500 Kg / 0.50 MPa,Asfalto,,,,,,Interditado,,,,"042°35'02.0W""","17°14'02.0S"""
MG0076,Público,SNSI,Santa Maria do Suaçuí,JOSÉ RAYDAN,Minas Gerais,Santa Maria do Suaçuí,Minas Gerais,-42.4661111111100,-18.1986111111111,"480,00",VFR,Sem Operação,03/21,"800,00","35,00",2500 Kg / 0.50 MPa,Terra,,,,,,Interditado,,,,"042°27'58.0W""","18°11'55.0S"""
MG0078,Público,SNNE,Sebastião Carlos Leite,SÃO JOÃO NEPOMUCENO,Minas Gerais,São João Nepomuceno,Minas Gerais,-43.0211111111100,-21.5422222222222,"403,00",VFR,Sem Operação,11/29,"620,00","40,00",3000 Kg / 0.50 MPa,Saibro,,,,,,Cadastrado,09/04/2030,PA2020-0975,https://pergamum.anac.gov.br/arquivos/PA2020-0975.pdf,"043°01'16.0W""","21°32'32.0S"""
MG0079,Privado,SDBJ,Boa Vista,PATROCÍNIO,Minas Gerais,,,-46.9700000000000,-18.7572222222222,"1.172,00",VFR,Sem Operação,08/26,"1.000,00","18,00",5600 Kg / 0.50 MPa,Terra,,,,,,,04/02/2024,PA2014-0286,https://pergamum.anac.gov.br/arquivos/PA2014-0286.pdf,"046°58'12.0W""","18°45'26.0S"""
MG0080,Privado,SDCK,Fazenda Gleba da Barra,BRASILÂNDIA DE MINAS,Minas Gerais,,,-46.0719444444400,-17.0133333333333,"508,00",VFR,Sem Operação,08/26,"1.300,00","30,00",4000 Kg / 0.50 MPa,Terra,,,,,,,14/05/2022,PA2012-0930,https://pergamum.anac.gov.br/arquivos/PA2012-0930.pdf,"046°04'19.0W""","17°00'48.0S"""
MG0081,Privado,SDGM,Fazenda Mucambo,BALDIM,Minas Gerais,,,-43.8913888888900,-19.2933333333333,"764,00",VFR,Sem Operação,05/23,"800,00","28,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,23/07/2025,PA2015-1940,https://pergamum.anac.gov.br/arquivos/PA2015-1940.pdf,"043°53'29.0W""","19°17'36.0S"""
MG0082,Privado,SDIC,Fazenda Capão Seco,FORMIGA,Minas Gerais,,,-45.6894444444400,-20.7119444444444,"810,00",VFR,Sem Operação,01/19,"700,00","20,00",4/F/B/Z/T,Asfalto,,,,,,,13/01/2022,PA2012-0097,https://pergamum.anac.gov.br/arquivos/PA2012-0097.pdf,"045°41'22.0W""","20°42'43.0S"""
MG0083,Privado,SDIX,MGX Florestal,NINHEIRA,Minas Gerais,,,-41.5658333333300,-15.4997222222222,"780,00",VFR,Sem Operação,11/29,"850,00","18,00",5400 Kg / 0.50 MPa,Asfalto,,,,,,,15/03/2027,PA2017-0636,https://pergamum.anac.gov.br/arquivos/PA2017-0636.pdf,"041°33'57.0W""","15°29'59.0S"""
MG0084,Privado,SDJR,JN Resort,SETE LAGOAS,Minas Gerais,,,-44.3044444444400,-19.4302777777778,"800,00",VFR,Sem Operação,05/23,"1.500,00","23,00",9/F/B/X/T,Asfalto,,,,,,,09/02/2025,PA2015-0313,https://pergamum.anac.gov.br/arquivos/PA2015-0313.pdf,"044°18'16.0W""","19°25'49.0S"""
MG0085,Privado,SDNA,Fazenda Vale Verde,COMENDADOR GOMES,Minas Gerais,,,-48.9951944444400,-19.6720833333333,"712,00",VFR,Sem Operação,09/27,"1.300,00","23,00",10/F/B/Y/T,Asfalto,,,,,,,28/11/2024,PA2014-2836,https://pergamum.anac.gov.br/arquivos/PA2014-2836.pdf,"048°59'42.7W""","19°40'19.5S"""
MG0086,Privado,SDUM,Usina Vale do Pontal,LIMEIRA DO OESTE,Minas Gerais,,,-50.7902777777800,-19.3219444444444,"369,00",VFR,Sem Operação,07/25,"1.100,00","25,00",5700 Kg / 0.50 MPa,Terra,,,,,,,05/09/2028,PA2018-2638,https://pergamum.anac.gov.br/arquivos/PA2018-2638.pdf,"050°47'25.0W""","19°19'19.0S"""
MG0087,Privado,SDYI,Fazenda Buritiz,SÃO GONÇALO DO ABAETÉ,Minas Gerais,,,-45.4211111111100,-17.9172222222222,"912,00",VFR,Sem Operação,17/35,"760,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,10/05/2023,PA2013-1155,https://pergamum.anac.gov.br/arquivos/PA2013-1155.pdf,"045°25'16.0W""","17°55'02.0S"""
MG0088,Privado,SDZW,Jonis Pereco,BURITIZEIRO,Minas Gerais,,,-45.0491666666700,-17.5916666666667,"549,00",VFR,Sem Operação,12/30,"800,00","25,00",3500 Kg / 0.50 MPa,Terra,,,,,,,16/12/2025,PA2015-3320,https://pergamum.anac.gov.br/arquivos/PA2015-3320.pdf,"045°02'57.0W""","17°35'30.0S"""
MG0089,Privado,SIAC,Fazenda Paineira,SÃO SEBASTIÃO DA BELA VISTA,Minas Gerais,,,-45.7636111111100,-22.1475,"915,00",VFR,Sem Operação,05/23,"800,00","18,00",4000 Kg / 0.50 MPa,Terra,,,,,,,20/05/2023,PA2013-1278,https://pergamum.anac.gov.br/arquivos/PA2013-1278.pdf,"045°45'49.0W""","22°08'51.0S"""
MG0090,Privado,SIBJ,Fazenda Retiro do Bom Fim,IPIAÇU,Minas Gerais,,,-49.9869444444400,-18.6808333333333,"427,00",VFR,Sem Operação,09/27,"1.100,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,28/09/2030,PA2020-2273,https://pergamum.anac.gov.br/arquivos/PA2020-2273.pdf,"049°59'13.0W""","18°40'51.0S"""
MG0091,Privado,SIBO,Simão Sarkis Simão,TRÊS MARIAS,Minas Gerais,,,-45.2933333333300,-18.3097222222222,"575,00",VFR,Sem Operação,17/35,"800,00","18,00",10/F/B/Y/U,Asfalto,,,,,,,02/10/2025,PA2015-2608,https://pergamum.anac.gov.br/arquivos/PA2015-2608.pdf,"045°17'36.0W""","18°18'35.0S"""
MG0092,Privado,SICK,Cidade Capelinha,CAPELINHA,Minas Gerais,,,-42.5311111111100,-17.6827777777778,"949,00",VFR,Sem Operação,04/22,"1.150,00","23,00",5600 Kg / 0.50 MPa,Cascalho,,,,,,,18/10/2006,PD2001-1481,https://pergamum.anac.gov.br/arquivos/PD2001-1481.pdf,"042°31'52.0W""","17°40'58.0S"""
MG0093,Privado,SICP,Fazenda São Pedro,UNAÍ,Minas Gerais,,,-46.7441111111100,-16.7996944444444,"572,00",VFR,Sem Operação,13/31,"614,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,30/12/2026,PA2016-3733,https://pergamum.anac.gov.br/arquivos/PA2016-3733.pdf,"046°44'38.8W""","16°47'58.9S"""
MG0094,Privado,SICU,Ouro Branco,PARACATU,Minas Gerais,,,-47.0177777777800,-16.7163888888889,"924,00",VFR,Sem Operação,05/23,"1.200,00","30,00",5700 Kg / 0.50 MPa,Grama,,,,,,,09/10/2025,PA2015-2662,https://pergamum.anac.gov.br/arquivos/PA2015-2662.pdf,"047°01'04.0W""","16°42'59.0S"""
MG0095,Privado,SIDV,Doutor Saulo Villela,JUIZ DE FORA,Minas Gerais,,,-43.2802222222200,-21.7802222222222,"648,00",VFR,Sem Operação,14/32,"570,00","18,00",3000 Kg / 0.50 MPa,Asfalto,,,,,,,09/10/2025,PA2015-2672,https://pergamum.anac.gov.br/arquivos/PA2015-2672.pdf,"043°16'48.8W""","21°46'48.8S"""
MG0096,Privado,SIEG,Fazenda Chapadão,GUARDA-MOR,Minas Gerais,,,-47.2438888888900,-17.89375,"988,00",VFR,Sem Operação,08/26,"1.250,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,,,,"047°14'38.0W""","17°53'37.5S"""
MG0097,Privado,SIEO,Fazenda Mendonça,SÃO SEBASTIÃO DO OESTE,Minas Gerais,,,-44.9252777777800,-20.2313888888889,"726,00",VFR,Sem Operação,10/28,"600,00","20,00",4000 Kg / 0.50 MPa,Grama,,,,,,,09/10/2025,PA2015-2668,https://pergamum.anac.gov.br/arquivos/PA2015-2668.pdf,"044°55'31.0W""","20°13'53.0S"""
MG0098,Privado,SIEX,Fazenda São Joaquim I,SANTA VITÓRIA,Minas Gerais,,,-50.4313888888900,-19.0088888888889,"455,00",VFR,Sem Operação,03/21,"1.106,00","18,00",13/F/B/Y/U,Asfalto,,,,,,,16/04/2024,PA2014-0933,https://pergamum.anac.gov.br/arquivos/PA2014-0933.pdf,"050°25'53.0W""","19°00'32.0S"""
MG0099,Privado,SIGA,Fazenda Granja Santiago,PARACATU,Minas Gerais,,,-46.6600000000000,-17.1622222222222,"593,00",VFR,Sem Operação,08/26,"1.100,00","30,00",5700 Kg / 0.50 MPa,Grama,,,,,,,21/10/2025,PA2015-2802,https://pergamum.anac.gov.br/arquivos/PA2015-2802.pdf,"046°39'36.0W""","17°09'44.0S"""
MG0100,Privado,SIIP,Fazenda Paraíso,ALFENAS,Minas Gerais,,,-45.8383333333300,-21.35,"805,00",VFR,Sem Operação,06/24,"870,00","20,00",5000 Kg / 0.50 MPa,Cascalho,,,,,,,20/03/2025,PA2015-0678,https://pergamum.anac.gov.br/arquivos/PA2015-0678.pdf,"045°50'18.0W""","21°21'00.0S"""
MG0101,Privado,SIIU,Santa Marta,CAMPO FLORIDO,Minas Gerais,,,-48.7119444444400,-19.6419444444444,"652,00",VFR,Sem Operação,15/33,"800,00","18,00",5600 Kg / 0.50 MPa,Cascalho,,,,,,,21/03/2022,PA2013-2589,https://pergamum.anac.gov.br/arquivos/PA2013-2589.pdf,"048°42'43.0W""","19°38'31.0S"""
MG0102,Privado,SIKK,Calciolândia,ARCOS,Minas Gerais,,,-45.6450000000000,-20.2505555555556,"664,00",VFR,Sem Operação,14/32,"890,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,01/08/2023,PA2013-1956,https://pergamum.anac.gov.br/arquivos/PA2013-1956.pdf,"045°38'42.0W""","20°15'02.0S"""
MG0103,Privado,SIMJ,Capinópolis - Aviação Agrícola Buttarello LTDA,CAPINÓPOLIS,Minas Gerais,,,-49.5475000000000,-18.6594444444444,"611,00",VFR,Sem Operação,11/29,"888,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,19/03/2023,PA2013-0705,https://pergamum.anac.gov.br/arquivos/PA2013-0705.pdf,"049°32'51.0W""","18°39'34.0S"""
MG0104,Privado,SIMV,Fazenda Mata Velha,UBERABA,Minas Gerais,,,-47.8502777777800,-19.8387222222222,"732,00",VFR,Sem Operação,06/24,"910,00","30,00",5700 Kg / 0.50 MPa,Grama,,,,,,,09/01/2022,PA2014-0809,https://pergamum.anac.gov.br/arquivos/PA2014-0809.pdf,"047°51'01.0W""","19°50'19.4S"""
MG0105,Privado,SIOJ,Fazenda Porto Velho,CARMO DO CAJURU,Minas Gerais,,,-44.6983333333300,-20.3133333333333,"828,00",VFR,Sem Operação,11/29,"760,00","20,00",4000 Kg / 0.50 MPa,Terra,,,,,,,09/10/2025,PA2015-2669,https://pergamum.anac.gov.br/arquivos/PA2015-2669.pdf,"044°41'54.0W""","20°18'48.0S"""
MG0106,Privado,SIOK,Fazenda Cachoeirinha,PERDIZES,Minas Gerais,,,-47.1286666666700,-19.3587777777778,"923,00",VFR,Sem Operação,08/26,"900,00","30,00",3600 Kg / 0.50 MPa,Cascalho,,,,,,,11/11/2025,PA2015-2898,https://pergamum.anac.gov.br/arquivos/PA2015-2898.pdf,"047°07'43.2W""","19°21'31.6S"""
MG0107,Privado,SIRS,Fazenda São Sebastião,CAMPO FLORIDO,Minas Gerais,,,-48.7886111111100,-19.6366666666667,"733,00",VFR,Sem Operação,16/34,"1.000,00","18,00",8/F/B/Y/U,Asfalto,,,,,,,,,,"048°47'19.0W""","19°38'12.0S"""
MG0108,Privado,SISU,Fazenda Topázio Imperial,GAMELEIRAS,Minas Gerais,,,-43.3147222222200,-14.9672222222222,"487,00",VFR,Sem Operação,08/26,"1.200,00","23,00",4000 Kg / 0.50 MPa,Terra,,,,,,,28/09/2021,PA2011-1874,https://pergamum.anac.gov.br/arquivos/PA2011-1874.pdf,"043°18'53.0W""","14°58'02.0S"""
MG0109,Privado,SITA,Municipal de Taiobeiras,TAIOBEIRAS,Minas Gerais,,,-42.1941666666700,-15.7763888888889,"802,00",VFR,Sem Operação,09/27,"800,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,27/02/2028,PA2018-0580,https://pergamum.anac.gov.br/arquivos/PA2018-0580.pdf,"042°11'39.0W""","15°46'35.0S"""
MG0110,Privado,SITI,Fazenda Baluarte,LAGOA DOS PATOS,Minas Gerais,,,-44.7902777777800,-17.0127777777778,"524,00",VFR,Sem Operação,11/29,"1.190,00","30,00",5700 Kg / 0.62 MPa,Cascalho,,,,,,,05/10/2021,PA2011-1913,https://pergamum.anac.gov.br/arquivos/PA2011-1913.pdf,"044°47'25.0W""","17°00'46.0S"""
MG0111,Privado,SIUC,Fazenda Campo Grande,JANUÁRIA,Minas Gerais,,,-45.2250000000000,-15.1794444444444,"793,00",VFR,Sem Operação,09/27,"1.600,00","23,00",4000 Kg / 0.50 MPa,Terra,,,,,,,02/10/2025,PA2015-2805,https://pergamum.anac.gov.br/arquivos/PA2015-2805.pdf,"045°13'30.0W""","15°10'46.0S"""
MG0112,Privado,SIVJ,Cirrus Sociedade Aerodesportiva,JABOTICATUBAS,Minas Gerais,,,-43.9005555555600,-19.4508333333333,"717,00",VFR,Sem Operação,13/31,"500,00","40,00",2400 Kg / 0.50 MPa,Cascalho,,,,,,,19/05/2024,PA2014-1142,https://pergamum.anac.gov.br/arquivos/PA2014-1142.pdf,"043°54'02.0W""","19°27'03.0S"""
MG0113,Privado,SIVN,Fazenda Sansara,MONTES CLAROS,Minas Gerais,,,-43.7666666666700,-16.6,"655,00",VFR,Sem Operação,05/23,"1.150,00","30,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,,27/03/2025,PA2015-0745,https://pergamum.anac.gov.br/arquivos/PA2015-0745.pdf,"043°46'00.0W""","16°36'00.0S"""
MG0114,Privado,SIWC,Asas do Cerrado,UBERLÂNDIA,Minas Gerais,,,-48.3069444444400,-19.0330555555556,"873,00",VFR,Sem Operação,04/22,"750,00","20,00",5600 Kg / 0.50 MPa,Grama,,,,,,,13/09/2022,PA2012-1822,https://pergamum.anac.gov.br/arquivos/PA2012-1822.pdf,"048°18'25.0W""","19°01'59.0S"""
MG0115,Privado,SIWH,Francisco Lázaro da Silveira,COROMANDEL,Minas Gerais,,,-47.2272222222200,-18.4822222222222,"978,00",VFR,Sem Operação,08/26,"1.100,00","18,00",8/F/C/Y/U,Asfalto,,,,,,,02/12/2025,PA2015-3175,https://pergamum.anac.gov.br/arquivos/PA2015-3175.pdf,"047°13'38.0W""","18°28'56.0S"""
MG0116,Privado,SJAQ,Fazenda Renascença,URUANA DE MINAS,Minas Gerais,,,-46.3544444444400,-16.1169444444444,"926,00",VFR,Sem Operação,07/25,"1.280,00","45,00",4000 Kg / 0.50 MPa,Terra,,,,,,,23/09/2024,PA2014-2249,https://pergamum.anac.gov.br/arquivos/PA2014-2249.pdf,"046°21'16.0W""","16°07'01.0S"""
MG0117,Privado,SJBF,Fazenda Santa Bárbara,MANGA,Minas Gerais,,,-44.1880555555600,-14.6177777777778,"508,00",VFR,Sem Operação,14/32,"950,00","23,00",4000 Kg / 0.50 MPa,Terra,,,,,,,17/04/2023,PA2013-0978,https://pergamum.anac.gov.br/arquivos/PA2013-0978.pdf,"044°11'17.0W""","14°37'04.0S"""
MG0118,Privado,SJDF,Fazenda Futura,BRASILÂNDIA DE MINAS,Minas Gerais,,,-46.1941666666700,-16.9469444444444,"501,00",VFR,Sem Operação,13/31,"1.200,00","23,00",5400 Kg / 0.50 MPa,Terra,,,,,,,05/09/2028,PA2018-2685,https://pergamum.anac.gov.br/arquivos/PA2018-2685.pdf,"046°11'39.0W""","16°56'49.0S"""
MG0119,Privado,SJDZ,Fazenda Canduá,UNAÍ,Minas Gerais,,,-46.5709166666700,-15.8342222222222,"940,00",VFR,Sem Operação,11/29,"1.300,00","23,00",5400 Kg / 0.50 MPa,Terra,,,,,,,19/11/2028,PA2018-3331,https://pergamum.anac.gov.br/arquivos/PA2018-3331.pdf,"046°34'15.3W""","15°50'03.2S"""
MG0120,Privado,SJFV,Fazenda Gaia,MONTE ALEGRE DE MINAS,Minas Gerais,,,-48.7547222222200,-18.7663888888889,"822,00",VFR,Sem Operação,01/19,"1.268,00","20,00",5600 Kg / 0.50 MPa,Cascalho,,,,,,,16/01/2023,PA2019-2815,https://pergamum.anac.gov.br/arquivos/PA2019-2815.pdf,"048°45'17.0W""","18°45'59.0S"""
MG0121,Privado,SJGB,Fazenda São Gabriel,CURVELO,Minas Gerais,,,-44.2719444444400,-18.9647222222222,"770,00",VFR,Sem Operação,18/36,"1.000,00","23,00",4000 Kg / 0.50 MPa,Terra,,,,,,,16/10/2022,PA2012-2160,https://pergamum.anac.gov.br/arquivos/PA2012-2160.pdf,"044°16'19.0W""","18°57'53.0S"""
MG0122,Privado,SJHS,Fazenda São Vicente,UBERLÂNDIA,Minas Gerais,,,-48.3430555555600,-19.3104166666667,"814,00",VFR,Sem Operação,12/30,"1.200,00","30,00",5600 Kg / 0.50 MPa,Terra,,,,,,,15/12/2020,PA2014-0986,https://pergamum.anac.gov.br/arquivos/PA2014-0986.pdf,"048°20'35.0W""","19°18'37.5S"""
MG0123,Privado,SJHW,Professor Maurício Joppert,ENGENHEIRO NAVARRO,Minas Gerais,,,-43.9586111111100,-17.2936111111111,"676,00",VFR,Sem Operação,05/23,"1.200,00","18,00",18/F/C/Y/U,Cascalho,,,,,,,04/10/2022,PA2012-1998,https://pergamum.anac.gov.br/arquivos/PA2012-1998.pdf,"043°57'31.0W""","17°17'37.0S"""
MG0124,Privado,SJHX,Fazenda Ouro Verde,UNAÍ,Minas Gerais,,,-47.2916666666700,-16.5944444444444,"899,00",VFR,Sem Operação,11/29,"800,00","18,00",4000 Kg / 0.50 MPa,Grama,,,,,,,19/07/2027,PA2017-2008,https://pergamum.anac.gov.br/arquivos/PA2017-2008.pdf,"047°17'30.0W""","16°35'40.0S"""
MG0125,Privado,SJIL,Brigadeiro Fábio Pereira da Silveira,TUPACIGUARA,Minas Gerais,,,-48.7197222222200,-18.6108333333333,"906,00",VFR,Sem Operação,07/25,"1.075,00","18,00",5000 Kg / 0.50 MPa,Cascalho,,,,,,,,,,"048°43'11.0W""","18°36'39.0S"""
MG0127,Privado,SJJQ,Fazendas Apóstolo Simão Coffee,RIO PARDO DE MINAS,Minas Gerais,,,-42.4069444444400,-15.7205555555556,"812,00",VFR,Sem Operação,09/27,"1.000,00","20,00",5600 Kg / 0.50 MPa,Terra,,,,,,,11/06/2025,PA2015-1397,https://pergamum.anac.gov.br/arquivos/PA2015-1397.pdf,"042°24'25.0W""","15°43'14.0S"""
MG0128,Privado,SJJR,Fazenda Recreio,ANDRELÂNDIA,Minas Gerais,,,-44.2033888888900,-21.7129166666667,"1.157,00",VFR,Sem Operação,04/22,"650,00","20,00",4500 Kg / 0.50 MPa,Terra,,,,,,,16/12/2030,PA2020-3551,https://pergamum.anac.gov.br/arquivos/PA2020-3551.pdf,"044°12'12.2W""","21°42'46.5S"""
MG0129,Privado,SJPT,Quatro Ventos,UBERLÂNDIA,Minas Gerais,,,-48.1005555555600,-18.9738888888889,"924,00",VFR,Sem Operação,11/29,"1.100,00","25,00",5000 Kg / 0.50 MPa,Terra,,,,,,,21/03/2022,PA2012-0505,https://pergamum.anac.gov.br/arquivos/PA2012-0505.pdf,"048°06'02.0W""","18°58'26.0S"""
